Movie,IMDB ID,Genre ID,Popularity,Release date,Adult,original language,vote_count,vote average,run time,run budget, revenue
Prospero's Books,5048,"[18, 14]",2.686087,9/5/1991,FALSE,en,30,6.5,120,0,1750301
Maya,360251,"[18, 27, 53]",1.321711,9/17/2015,FALSE,ta,6,6.8,141,0,0
Severed,10076,"[18, 27, 53]",2.411499,1/1/2005,FALSE,en,8,4.9,93,0,0
Kuwait Connection,85269,"[28, 18, 53]",1.457914,2/9/1973,FALSE,ar,3,4.3,102,0,0
Stage Fright,1978,[53],5.073709,2/23/1950,FALSE,en,67,6.8,110,0,0
Bolivar Is Me,135807,"[35, 18, 14]",1.225065,6/7/2002,FALSE,es,3,8,98,0,0
Buford's Beach Bunnies,29681,[],1.101041,6/2/1993,FALSE,en,2,6.5,90,0,0
Women in Love,66027,"[18, 10749]",3.037559,9/1/1969,FALSE,en,29,6.1,131,1250000,0
The Young Girls of Rochefort,2433,"[10402, 10749, 18, 35]",5.886134,3/8/1967,FALSE,fr,83,7.5,124,0,0
Christmas on Mars,14089,"[10402, 878]",1.608068,11/11/2008,FALSE,en,3,7.3,82,0,0
Darkened Room,104391,[18],2.012117,4/12/2002,FALSE,en,25,5.9,8,0,0
Grass: A Nation's Battle for Life,115132,[99],1.426579,3/20/1925,FALSE,en,6,7.8,71,0,0
Thunder Run,347238,[],1.000004,5/21/1991,FALSE,en,0,0,0,0,0
Valentine,10984,"[27, 53]",5.279898,2/1/2001,FALSE,en,118,5.1,96,0,0
Prison,48309,"[80, 18, 27, 53]",2.590663,3/4/1988,FALSE,en,27,6.7,102,1300000,354704
Play Dead,108563,[27],1.29835,7/15/1983,FALSE,en,2,5.5,86,0,0
Devil Dog: The Hound of Hell,26702,"[27, 10770]",1.961248,10/31/1978,FALSE,en,4,5.6,95,0,0
The Highwayman,414745,"[28, 10770, 12]",1.285273,9/20/1987,FALSE,en,0,0,91,0,0
The Incubus,79319,[27],1.502131,8/27/1982,FALSE,en,13,5.5,93,0,0
The Low Life,87169,[],1.230203,11/1/1995,FALSE,en,3,6,96,0,0
Prom Night,8617,"[80, 27]",6.096935,4/10/2008,FALSE,en,179,4.8,88,0,14796236
Sense and Sensibility,4584,"[18, 10749]",6.59583,12/13/1995,FALSE,en,388,7.2,136,16500000,135000000
"Cry, the Beloved Country",34615,[18],2.33561,12/15/1995,FALSE,en,13,6.7,106,0,676525
Spontaneous Combustion,39195,"[18, 27, 878, 53]",2.198922,2/23/1990,FALSE,en,17,4.6,97,0,0
Two-Faced Woman,95874,[35],1.69054,11/30/1941,FALSE,en,6,6.3,90,0,0
"Ready, Steady, Charlie!",21062,"[35, 10749]",1.732193,9/18/2003,FALSE,de,6,6.8,92,0,0
Fiorile,41648,"[18, 10769, 10749]",1.492911,6/6/1993,FALSE,en,6,7,118,0,0
Jack Slade,235038,[37],2.50672,11/8/1953,FALSE,en,3,6.7,90,0,0
In Which We Serve,28093,"[18, 10752]",2.760272,9/16/1942,FALSE,en,19,6.5,115,0,0
She Fought Alone,151506,"[10749, 18]",1.564262,11/6/1995,FALSE,en,7,4.1,87,0,0
Zero Day,27090,[18],3.054149,9/3/2003,FALSE,en,26,7.2,92,20000,0
The Devil's Daughter,98903,"[27, 10770]",1.498289,1/9/1973,FALSE,en,5,6.3,74,0,0
Brain Dead,5898,"[27, 28, 53, 878]",4.474361,1/16/1990,FALSE,en,18,5.8,85,2000000,0
Golden Apples of the Sun,102421,"[18, 53]",1.045376,6/6/1973,FALSE,en,1,1,86,130000,0
Bully,9517,"[80, 18]",6.315463,6/15/2001,FALSE,en,133,6.7,113,0,480811
The Booth,85393,"[18, 53]",1.353592,11/5/2005,FALSE,ja,2,8.5,73,0,0
Scorpion Spring,257315,"[80, 18]",1.924289,10/10/1996,FALSE,en,0,0,93,0,0
Straw Dogs,994,"[80, 18, 53, 9648]",7.203698,12/29/1971,FALSE,en,248,7.2,118,2200000,3251794
Doppelganger,18773,"[27, 9648, 53]",2.634939,3/1/1993,FALSE,en,19,4.4,104,0,0
The Poet,48017,"[18, 10749]",1.694978,8/7/2007,FALSE,en,10,5.6,96,0,0
Ju-on: The Curse 2,44203,[27],3.26999,3/25/2000,FALSE,ja,37,5.9,76,0,0
The Toast of New Orleans,52847,"[18, 10402, 10749]",1.373061,8/24/1950,FALSE,en,3,6.7,97,0,0
Season of Fear,215112,[],1.0375,,FALSE,en,0,0,89,0,0
Road to Perdition,4147,"[53, 80, 18]",8.393301,7/12/2002,FALSE,en,1177,7.3,117,80000000,181001478
Fire and Ice,15035,"[16, 14, 878]",5.788546,3/25/1983,FALSE,en,40,6.4,81,1200000,760883
A Month by the Lake,41007,"[35, 18, 10749]",1.536108,9/11/1995,FALSE,en,7,7.2,92,0,0
A Perfect Day,321751,"[35, 18]",9.545707,8/28/2015,FALSE,en,204,6.6,106,0,1702433
Voices from Beyond,30871,"[27, 9648, 18]",2.168203,5/11/1991,FALSE,en,7,6.6,91,0,0
Elektra,9947,"[28, 14]",9.25167,1/13/2005,FALSE,en,642,4.8,97,43000000,56681566
Coyote Ugly,6282,"[35, 18, 10402, 10749]",7.372124,7/30/2000,FALSE,en,634,5.9,100,45000000,113916474
Oi! Warning,12099,[18],1.159681,7/11/1999,FALSE,de,3,6.3,90,0,0
Forbidden Zone,16127,"[10402, 35, 14]",2.943987,3/21/1980,FALSE,en,33,7.2,74,0,0
The '60s,30533,[18],2.411535,2/7/1999,FALSE,en,13,5.5,172,0,0
The Secret of Kells,26963,"[16, 10751, 14]",6.671014,2/9/2009,FALSE,en,193,7.3,75,0,0
Visitor Q,4241,"[35, 18, 27, 53]",5.689523,3/17/2001,FALSE,ja,95,6.7,84,0,0
The Uninvited Guest,48594,"[18, 27, 9648]",3.416422,10/21/2004,FALSE,es,29,6.6,110,0,0
A Tough Winter,166004,[35],1.009632,6/20/1930,FALSE,en,0,0,20,0,0
Kazaam,11511,"[14, 35, 878, 10751]",5.143678,7/17/1996,FALSE,en,63,3.6,93,20000000,0
State of Siege,91487,"[18, 53]",3.683871,12/30/1972,FALSE,fr,20,6.8,122,0,0
Basic Instinct 2,3093,"[80, 9648, 53]",7.543018,3/29/2006,FALSE,en,193,4.6,114,70000000,38629478
"Remember Me, My Love",38970,"[18, 35, 10749]",4.320662,2/11/2003,FALSE,it,52,5.9,125,0,0
"Wake Up, Ron Burgundy: The Lost Movie",9965,[35],4.348038,12/28/2004,FALSE,en,57,5.5,93,0,0
Ghost of Dragstrip Hollow,53050,"[35, 27]",1.778438,7/1/1959,FALSE,en,8,4.4,65,0,0
The Man Who Wasn't There,10778,"[80, 18]",7.390345,5/13/2001,FALSE,en,392,7.4,116,0,0
Sleeping with the Enemy,7442,"[18, 80, 53]",8.645425,2/8/1991,FALSE,en,254,6.2,99,19000000,174999005
HealtH,91781,[35],1.426117,9/12/1980,FALSE,en,4,6.5,105,6000000,0
Bobby Deerfield,42217,"[18, 10749]",2.042477,9/27/1977,FALSE,en,15,6,124,0,0
Breezy,40374,"[18, 10749]",3.010422,11/18/1973,FALSE,en,35,7.3,108,0,0
Gamers,14339,[35],1.685329,1/1/2006,FALSE,en,1,3.5,84,0,0
A Man Betrayed,26321,[9648],2.318008,3/7/1941,FALSE,en,4,5.6,82,0,0
Crush,183662,[53],6.900716,3/13/2013,FALSE,en,93,5.8,94,0,0
The Power of Fear,75393,[27],1.789633,6/6/2006,FALSE,en,6,3.4,79,0,0
A Double Life,41206,"[18, 53, 80]",2.371094,12/25/1947,FALSE,en,14,7,104,0,0
Severed Ties,86687,"[35, 27]",1.753099,9/2/1992,FALSE,en,3,4.7,92,0,0
Rock 'n' Roll High School,26326,"[35, 10402]",3.943748,8/24/1979,FALSE,en,44,6.7,93,300000,0
New Port South,94947,"[18, 10751]",1.206149,9/7/2001,FALSE,en,1,6,95,0,0
A Man's Gotta Do,39431,[35],1.104917,7/8/2004,FALSE,en,0,0,93,0,0
Heart of a Dog,352197,"[99, 18]",2.280851,10/21/2015,FALSE,en,12,6.6,75,0,0
The Norliss Tapes,68133,"[27, 10770, 53]",1.536619,2/21/1973,FALSE,en,6,5.8,72,0,0
Carter's Army,22739,"[28, 18, 53, 10770, 10752]",1.401139,1/27/1970,FALSE,en,3,6.2,70,0,0
Dhol,19418,[35],1.916915,9/14/2007,FALSE,hi,10,6.3,145,0,0
Running with Scissors,7510,"[18, 35]",5.17328,10/27/2006,FALSE,en,83,5.8,116,12000000,6754898
Shikari,417093,"[28, 18, 10749]",1.70093,7/7/2016,FALSE,en,2,7,145,0,0
The Last Hard Men,38450,[37],2.708222,4/22/1976,FALSE,en,14,6.6,98,0,0
Blood of the Werewolf,27682,[27],1.001648,1/1/2001,FALSE,en,0,0,82,0,0
In the Border States,189586,"[18, 10752]",1.157107,6/13/1910,FALSE,en,3,5.3,16,0,0
Godzilla vs. King Ghidorah,36679,"[28, 12, 878, 18, 14, 27]",3.354124,12/14/1991,FALSE,ja,30,6.1,103,0,0
Kahpe Bizans,33901,[35],1.52088,1/21/2000,FALSE,en,6,4.8,0,0,0
Nightmare Weekend,119592,"[27, 878]",1.724485,1/1/1986,FALSE,en,4,1.5,86,0,0
Under Surveillance,260824,"[27, 9648]",1.007713,10/1/2006,FALSE,en,0,0,89,31,0
Headhunter,20458,[53],2.781584,8/28/2009,FALSE,da,17,5.9,102,0,0
Norman... Is That You?,91722,"[35, 18]",1.116379,9/29/1976,FALSE,en,3,5.8,91,0,0
Starlift,171130,[10402],2.213666,12/14/1951,FALSE,en,2,5.8,103,0,0
Vigilante Force,93018,"[28, 18, 80, 12]",1.745186,9/9/1976,FALSE,en,6,5.5,89,0,0
The Double-D Avenger,94740,"[28, 35]",1.003723,9/17/2001,FALSE,en,0,0,77,0,0
Dragon Wars: D-War,10253,"[14, 18, 27, 28, 53, 878]",6.026141,2/8/2007,FALSE,ko,106,4,90,70000000,53587404
Tarzan the Ape Man,26845,"[28, 12]",5.240455,4/2/1932,FALSE,en,44,6.5,100,0,0
The Death of Ocean View Park,259572,"[28, 53]",1.01426,10/19/1979,FALSE,en,0,0,100,0,0
Darkman III: Die Darkman Die,19002,"[28, 53, 878]",3.580225,8/20/1996,FALSE,en,33,4,87,0,0
The Piano Teacher,1791,"[18, 10749]",7.252297,5/14/2001,FALSE,fr,210,7.2,131,3000000,9801375
The Mind's Eye,336265,"[28, 27, 878]",2.53427,8/5/2015,FALSE,en,27,5.1,87,0,0
Cry Terror!,4926,[53],4.304555,5/2/1958,FALSE,en,5,4.8,96,0,0
The Boss' Wife,67541,[35],1.341016,1/1/1986,FALSE,en,3,6,83,0,0
The Domino Principle,32029,"[18, 80]",1.935277,3/23/1977,FALSE,en,9,5.2,100,0,0
Rain Without Thunder,200450,[],1.76663,2/5/1993,FALSE,en,1,5,85,0,0
Salaam-E-Ishq,25869,"[18, 10769, 10749]",2.675028,1/25/2007,FALSE,hi,16,5.8,216,0,0
Night of the Comet,18462,"[35, 27, 878]",5.869497,11/16/1984,FALSE,en,98,6.1,95,3000000,14418922
Curly Sue,11894,"[35, 18, 10751, 10749]",8.841897,10/24/1991,FALSE,en,115,5.5,101,0,0
Dr. Jekyll and Mr. Hyde,3019,"[27, 878]",4.59255,12/31/1931,FALSE,en,63,7.2,98,0,0
Jane and the Lost City,171571,[12],1.376083,9/3/1987,FALSE,en,2,2.8,0,0,0
Caught in the Draft,108014,"[35, 10749, 10752]",1.172094,7/4/1941,FALSE,en,3,6.3,82,0,0
Evening,6022,"[18, 10749]",3.763685,6/9/2007,FALSE,en,51,5.7,130,0,0
Broken Arrow,9208,"[28, 12, 18, 53]",7.69462,2/9/1996,FALSE,en,474,5.7,108,50000000,150270147
Gardens of the Night,16867,"[80, 18]",3.746802,11/21/2008,FALSE,en,29,6.5,110,0,0
Intensive Care,339482,[],1.843386,11/9/1982,FALSE,en,0,0,80,0,0
The House on Carroll Street,75889,[18],2.149839,3/4/1988,FALSE,en,8,5.4,101,0,0
Slaughter High,27886,[27],3.352398,11/14/1986,FALSE,en,29,6.1,90,0,0
Bullwhip,141669,[37],1.726846,5/25/1958,FALSE,en,6,3.8,80,0,0
Blood on the Moon,29966,"[28, 37, 18]",2.978562,11/9/1948,FALSE,en,17,5.8,88,0,88
Kroko,11189,[18],1.356101,10/1/2003,FALSE,de,2,4.3,92,0,0
Little Chenier,77969,[18],1.171324,2/29/2008,FALSE,en,1,10,120,1800000,0
Invitation to Hell,81009,"[27, 9648, 878]",1.295361,5/24/1984,FALSE,en,3,4.8,96,0,0
Blue Juice,18762,"[35, 10749]",3.201608,9/15/1995,FALSE,en,13,3.6,90,0,0
The Dorm That Dripped Blood,54132,"[27, 9648, 53]",1.434433,4/2/1982,FALSE,en,10,5.2,88,0,0
Maiden Voyage,25439,"[10770, 28]",2.02654,1/1/2005,FALSE,en,4,3.5,0,0,0
To Sleep with a Vampire,53149,"[18, 27, 10749, 53]",1.386781,1/28/1993,FALSE,en,2,5.3,81,0,0
Return to the Lost World,50808,"[28, 14, 27, 878]",1.29085,4/7/1992,FALSE,en,3,6.3,95,0,0
Beretta's Island,5128,"[28, 80]",1.534366,5/5/1994,FALSE,en,4,2.8,90,0,0
Punk Rock Holocaust,128191,"[27, 10402]",1.631518,10/31/2004,FALSE,en,1,3,95,0,0
Chronos,18493,[99],2.940294,5/10/1985,FALSE,en,21,7.5,43,0,0
The Shoes of the Fisherman,17665,[18],2.222247,1/1/1968,FALSE,en,11,6.2,156,0,0
Pufnstuf,63859,"[35, 10751, 14, 10402]",1.580778,5/3/1970,FALSE,en,7,7.4,94,0,0
Just Looking,100975,"[18, 35]",1.508523,10/21/1999,FALSE,en,5,5.8,97,3000000,0
Return to Cabin by the Lake,30781,"[9648, 27, 53]",1.534106,8/14/2001,FALSE,en,7,4.1,89,0,0
Chocolat,392,"[35, 18, 10749]",8.141895,12/14/2000,FALSE,en,1057,6.8,121,25000000,152500343
Halla Bol,23848,"[18, 10769]",1.74622,1/11/2008,FALSE,hi,6,5.3,150,0,0
Jane Eyre,38684,"[18, 10749]",6.145302,3/11/2011,FALSE,en,469,7,120,0,34710627
The Oklahoma Kid,39459,"[37, 36]",1.804362,3/11/1939,FALSE,en,5,5.7,85,0,0
Herbie Fully Loaded,11451,"[35, 10751, 12, 14, 10749]",8.35774,6/22/2005,FALSE,en,607,5.1,101,50000000,66002004
Sleuth,993,"[9648, 53]",7.631181,12/10/1972,FALSE,en,163,7.5,138,0,0
Gospel of Deceit,127825,[],1.170309,4/28/2006,FALSE,en,2,5,0,0,0
The House That Dripped Blood,39261,"[27, 9648]",2.322241,6/16/1971,FALSE,en,27,6.3,102,0,0
The Peterville Diamond,175967,[35],1.054158,1/11/1943,FALSE,en,1,6,85,0,0
Game of Death II,48773,"[18, 28]",2.422745,3/21/1981,FALSE,cn,25,4.9,96,0,0
To Paris with Love,59141,"[18, 10749, 35]",1.883428,1/1/1955,FALSE,it,1,4,78,0,0
13 Gantry Row,173795,[],1.401191,1/9/1998,FALSE,en,0,0,90,0,0
Slackers,20009,"[35, 10749]",8.857715,2/1/2002,FALSE,en,61,5.4,86,14000000,6413915
McBain,27350,[28],2.740334,9/20/1991,FALSE,en,8,4.3,107,0,0
An American in Paris,2769,"[18, 35, 10402, 10749]",9.844808,8/8/1951,FALSE,en,140,6.9,113,2723903,4500000
Tank,21871,"[28, 12, 35, 18, 53]",3.020277,3/16/1984,FALSE,en,23,5.8,113,0,14134877
The Mad Magician,28363,"[27, 53, 9648]",2.31667,5/19/1954,FALSE,en,13,7.1,72,0,0
Planet Raptor,27896,[878],1.561469,8/8/2007,FALSE,en,3,2,87,0,0
Sister Mary Explains It All,173670,"[35, 18]",1.627871,5/27/2001,FALSE,en,1,5,77,0,0
Live!,25218,[53],5.510861,1/1/2007,FALSE,en,49,5.8,96,0,0
Guernsey,62297,[18],1.773809,8/25/2005,FALSE,nl,4,5.9,90,0,0
The Queen's Sister,168801,"[10770, 35, 18, 36]",1.215977,11/26/2005,FALSE,en,1,7,96,0,0
Roadie,21024,"[35, 10402]",2.142141,6/13/1980,FALSE,en,12,6.8,106,0,0
Soft for Digging,41560,"[27, 18, 53]",1.10052,7/1/2001,FALSE,en,2,7.5,74,0,0
Magnolia,334,[18],8.696982,12/8/1999,FALSE,en,916,7.5,188,37000000,48451803
The Man Who Cheated Himself,38751,"[18, 53, 80, 9648]",1.718018,12/26/1950,FALSE,en,9,5.9,81,0,0
Pollyanna,31102,[12],5.181415,5/19/1960,FALSE,en,51,6.9,134,0,0
Homicide,22828,"[18, 80]",4.134099,5/28/1991,FALSE,en,34,6.1,102,0,0
Beloved Infidel,109949,"[18, 10749]",1.801006,11/17/1959,FALSE,en,6,6.4,123,0,0
Bombardier,62749,"[18, 10752]",1.153022,5/14/1943,FALSE,en,3,5.3,99,0,0
"Stay Away, Joe",49776,"[28, 35, 18, 10402, 10749, 37]",1.211608,3/8/1968,FALSE,en,4,5.8,102,0,0
Un macho de mujer,115127,[35],1.008887,9/20/2006,FALSE,en,0,0,140,0,0
The Master Touch,18568,"[53, 10769]",2.067675,12/8/1972,FALSE,it,5,6,112,0,0
Cruel Intentions 2,5458,"[18, 10749, 53]",6.930455,11/9/2000,FALSE,en,107,4.4,87,0,0
Whipped,23531,"[35, 10749]",2.881621,9/1/2000,FALSE,en,11,3.1,82,3000000,0
Into the Blue 2: The Reef,16931,[28],4.039826,4/21/2009,FALSE,en,40,5,92,0,0
The City Without Jews,80881,[18],1.200007,7/25/1924,FALSE,en,4,6,80,0,0
The Adventures of the American Rabbit,87864,"[16, 14, 878, 10751]",1.141177,1/17/1986,FALSE,en,4,6.3,85,0,0
The Lost Treasure of Sawtooth Island,127181,[10751],1.001687,12/1/1999,FALSE,en,0,0,92,0,0
The Return of a Man Called Horse,35200,[37],2.2112,6/28/1976,FALSE,en,10,5.3,129,0,0
Kiss Me Deadly,18030,"[18, 9648, 53]",5.332157,5/18/1955,FALSE,en,88,7.1,106,0,0
Fit to Kill,45029,"[28, 10749, 53]",2.799216,10/27/1993,FALSE,en,7,5,97,0,0
The Last Unicorn,10150,"[14, 16, 10751]",7.51276,11/19/1982,FALSE,en,125,6.9,92,0,6455530
Via Satellite,134105,[],1.283186,10/15/1998,FALSE,en,1,5,90,0,0
Lone Wolf and Cub: Baby Cart to Hades,41474,"[18, 28]",3.829391,8/1/1972,FALSE,ja,35,6.7,89,0,0
The Razor's Edge,56135,"[18, 10749]",2.525211,11/19/1946,FALSE,en,19,6.3,145,0,0
The Lady in Question,56598,"[28, 53]",1.25771,8/7/1940,FALSE,en,5,6.8,80,0,0
Perceval,75733,"[10749, 36, 18]",1.407653,2/7/1978,FALSE,fr,7,5.9,140,0,0
The Shining,694,"[27, 53]",28.248754,5/22/1980,FALSE,en,4344,8.1,144,19000000,44017374
Nobody's Perfect,240478,[99],1.108281,1/1/2008,FALSE,en,2,6.5,84,0,0
Phone Call from a Stranger,76229,[18],1.299943,2/1/1952,FALSE,en,4,6.3,105,0,0
The '60s,30533,[18],2.411535,2/7/1999,FALSE,en,13,5.5,172,0,0
White Noise,11804,"[18, 27, 53]",10.79153,1/7/2005,FALSE,en,282,5.5,101,10000000,91196419
The Ninja Mission,38902,"[28, 18]",1.08101,6/29/1984,FALSE,en,2,6,95,0,0
Albino Alligator,8744,"[80, 18, 53]",3.3626,9/9/1996,FALSE,en,48,5.6,97,6000000,0
The Killer Elite,31604,"[80, 28]",3.490307,12/19/1975,FALSE,en,27,5.8,122,0,0
Titanic,597,"[18, 10749, 53]",28.549703,11/18/1997,FALSE,en,8385,7.6,194,200000000,1845034188
Rob Roy,11780,[12],10.13323,4/13/1995,FALSE,en,165,6.5,139,28000000,31596911
Deathrow Gameshow,73146,"[878, 53, 80, 27, 35]",1.662906,12/4/1987,FALSE,en,11,5.8,83,200000,0
Vodka Lemon,56946,"[18, 35, 10749, 10769]",1.410729,11/21/2003,FALSE,it,4,8,87,0,0
The Abandoned,345875,"[53, 27, 9648]",4.760369,1/8/2016,FALSE,en,69,4.1,86,0,0
Vovochka,150238,[],1.037648,1/1/2002,FALSE,en,1,1,0,0,0
Escape from Atlantis,265853,"[14, 10751]",1.512443,3/29/1997,FALSE,de,2,3.5,0,0,0
Foxes,32020,"[18, 53]",3.937096,2/29/1980,FALSE,en,25,5.6,106,0,4400000
Good Time Max,15316,[18],2.496831,10/28/2008,FALSE,en,12,6.1,79,0,0
Iqbal,21567,"[18, 10769]",2.618471,8/26/2005,FALSE,en,21,6.5,150,0,0
Lifepod,19553,"[9648, 878, 53]",1.838204,6/28/1993,FALSE,en,7,4.9,89,0,0
Superman II: The Richard Donner Cut,429486,"[14, 10749, 28, 12, 878]",3.900233,11/28/2006,FALSE,en,44,7.5,116,0,0
Sugar & Spice,16723,"[80, 35]",5.162364,1/24/2001,FALSE,en,64,5.8,81,11000000,13276953
Mutiny on the Buses,40570,[35],3.570522,6/2/1972,FALSE,en,33,8.2,89,0,0
Memories of Me,107569,"[18, 35]",1.682682,9/28/1988,FALSE,en,3,5,103,0,0
The Delicious,406953,[35],1.041531,6/18/2003,FALSE,en,0,0,16,0,0
Father and Son,475594,"[10751, 18]",1.089555,4/5/2017,FALSE,vi,0,0,90,0,0
McCabe & Mrs. Miller,29005,[37],7.027853,6/24/1971,FALSE,en,87,7.3,120,0,0
All Over the Guy,21055,"[35, 10749]",3.019332,3/7/2001,FALSE,en,25,5.7,95,0,1051948
Walking Tall Part II,72455,"[28, 12, 18, 80]",1.726468,9/28/1975,FALSE,en,11,5.1,109,0,0
It's All Gone Pete Tong,12109,"[18, 35, 10402]",3.922852,9/12/2004,FALSE,en,55,7.1,90,2000000,120620
The Magic of Lassie,88203,"[18, 12, 28, 10751]",1.041754,8/2/1978,FALSE,en,1,6.5,100,0,0
Cracked Nuts,85262,"[35, 10749]",1.073112,4/18/1931,FALSE,en,1,8,65,0,0
Transylvania 6-5000,25133,"[35, 27]",3.797438,11/8/1985,FALSE,en,26,4.9,93,0,0
The Bonfire of the Vanities,9586,"[35, 18]",8.594463,12/21/1990,FALSE,en,121,5.3,125,47000000,15691192
Iberia,102368,[],1.212356,5/11/2005,FALSE,en,1,4,120,0,0
I Am Trying to Break Your Heart,14308,"[10402, 99]",1.597394,6/21/2002,FALSE,en,4,8,92,0,0
Rudolph and Frosty's Christmas in July,40246,"[16, 14, 10751]",1.885248,7/1/1979,FALSE,en,3,7.7,97,0,0
Falling from the Sky: Flight 174,76036,[18],1.454006,10/10/1995,FALSE,en,5,4.9,93,0,0
Europa,9065,"[53, 18]",5.264464,5/11/1991,FALSE,de,80,7.4,112,0,0
The Flag of Humanity,413950,[],1.001346,10/19/1940,FALSE,en,0,0,19,0,0
Big City Blues,138341,"[35, 18]",1.877124,9/18/1932,FALSE,en,1,7,63,0,0
Ashanti,57926,"[28, 12, 18]",3.725423,3/9/1979,FALSE,en,10,5.4,118,0,0
Camille 2000,36446,"[18, 10749]",1.833466,7/15/1969,FALSE,en,7,6.9,130,0,0
13 Going on 30,10096,"[35, 14, 10749]",8.345456,4/13/2004,FALSE,en,1346,6.2,98,37000000,96455697
"Yes, Giorgio",88451,"[18, 35, 10749, 10769]",1.070085,9/24/1982,FALSE,en,1,5,110,19000000,0
White Chicks,12153,[35],7.091523,6/23/2004,FALSE,en,763,6.4,109,37000000,113086475
Men of Honor,11978,[18],8.448912,9/13/2000,FALSE,en,588,7,129,82343495,48814909
Harvie Krumpet,21131,"[16, 35]",4.285418,10/23/2003,FALSE,en,54,7,23,0,0
Watership Down,11837,"[12, 16, 18]",5.574031,10/14/1978,FALSE,en,180,7.3,88,1000000,3713768
Cold Winter Sun,189361,[18],1.103506,11/22/2004,FALSE,es,2,3,104,0,0
I'm Not Rappaport,61536,[35],2.15334,12/24/1996,FALSE,en,8,6.2,135,0,0
Marilyn Hotchkiss' Ballroom Dancing & Charm School,53905,"[35, 18, 10749]",2.381401,1/24/2006,FALSE,en,12,5.1,103,2500000,0
Starlight,163539,[878],1.014914,1/1/1996,FALSE,en,0,0,100,0,0
Zombie Nation,25061,"[35, 27]",2.701491,10/5/2004,FALSE,en,15,2.3,81,0,0
Vampyres,30885,"[27, 53]",3.082202,1/1/1974,FALSE,en,17,4.5,87,0,0
A Shriek in the Night,22689,"[28, 9648, 53]",1.324061,7/22/1933,FALSE,en,4,3.5,66,0,0
I Bury the Living,34084,[27],1.432189,7/1/1958,FALSE,en,12,6,76,0,0
Creep,250574,"[53, 27]",7.112916,6/23/2014,FALSE,en,279,6.1,82,0,0
Going Places,429416,[],2.242527,12/31/2017,FALSE,en,0,0,0,0,0
Break a Leg,215361,"[35, 18, 53]",1.767334,4/21/2005,FALSE,en,1,7,98,0,0
Mickey's House of Villains,22643,"[16, 10751]",5.412176,11/15/2001,FALSE,en,45,6.5,70,0,0
Bruce Almighty,310,"[14, 35]",9.867555,5/23/2003,FALSE,en,3404,6.5,101,80000000,484572835
Purple Butterfly,34561,"[10752, 18, 36]",1.702859,5/22/2003,FALSE,zh,3,7.3,127,0,0
Dangerously They Live,71433,"[10752, 18, 53, 10749]",1.2495,12/24/1941,FALSE,en,1,6,77,0,0
The Mutilation Man,215551,[],1.143496,6/16/1998,FALSE,en,1,4,82,0,0
Kiss Kiss Bang Bang,5236,"[28, 35, 80, 9648]",9.765731,9/5/2005,FALSE,en,954,7.2,103,15000000,15785148
The Angry Breed,182776,[],1.00294,6/7/1968,FALSE,en,0,0,94,0,0
Messiah of Evil,24923,"[9648, 27]",3.264803,1/1/1973,FALSE,en,31,6.7,90,0,0
Morvern Callar,18602,[18],3.771229,1/1/2002,FALSE,en,36,7.1,97,0,0
Emma,3573,"[35, 18, 10749]",5.703418,8/2/1996,FALSE,en,165,6.7,121,6000000,22231658
Tapeheads,25447,"[35, 18]",7.462659,10/21/1988,FALSE,en,17,5.4,93,0,343786
Mirror Mirror,62764,"[12, 14, 18, 35, 878, 10751]",9.536227,3/15/2012,FALSE,en,1225,5.6,106,85000000,183018522
Mystery Men,9824,"[12, 14, 28, 35, 878]",6.024557,8/6/1999,FALSE,en,261,5.7,121,68000000,29762011
Against the Law,441996,"[18, 36, 10749]",1.799249,3/16/2017,FALSE,en,3,8.7,84,0,0
My Super Ex-Girlfriend,4474,"[14, 18, 28, 35, 80, 878]",5.920199,6/20/2006,FALSE,en,483,4.8,95,0,60896147
The Return of the Soldier,198491,[18],1.446057,6/4/1982,FALSE,en,2,6.3,99,0,0
The Angel of Pennsylvania Avenue,131102,[],1.402429,12/25/1996,FALSE,en,3,3.7,88,0,0
Rhythm on the Range,52019,[37],1.003307,7/1/1936,FALSE,en,0,0,87,0,0
The Cyclone,38366,"[10749, 18, 35]",4.96322,1/1/1996,FALSE,it,146,6.6,91,0,0
The Hurt Locker,12162,"[18, 53, 10752]",9.634247,10/10/2008,FALSE,en,1996,7.2,131,15000000,42000000
The Tenant,71112,"[27, 28, 53, 878]",1.787357,8/19/2011,FALSE,en,5,2.7,96,0,0
Betsy's Wedding,18913,[35],2.520806,6/22/1990,FALSE,en,12,5.3,94,0,19740070
Thunderbirds,14623,"[28, 12, 35, 10751, 14, 878]",5.854446,7/23/2004,FALSE,en,98,4.3,95,57000000,28283637
Safe Harbour,30390,"[18, 10749]",2.385251,10/30/2007,FALSE,en,3,5.5,103,2500000,0
Down in the Valley,7870,"[18, 10749]",4.712188,5/13/2005,FALSE,en,68,6,112,8000000,852872
Executive Power,273046,[53],1.872524,9/25/1997,FALSE,en,0,0,90,0,0
The Dollmaker,63092,[18],1.423996,5/13/1984,FALSE,en,4,5.1,150,0,0
The Private Navy of Sgt. O'Farrell,106449,"[35, 10752]",1.002542,5/8/1968,FALSE,en,0,0,92,0,0
Bait,14805,"[28, 53, 80]",7.990986,9/14/2000,FALSE,en,50,6,119,35000000,0
